pop,cont_orig,cont_dest,site,treatment,block,plant_ID,sex,longevity,basal_lvs,stem_lvs,total_lvs,status,rep_spd,flwr_num,frt_num,frt_hadena,reproduced,smut,num_smutted_fl,leaf_herb,gen_ENMY,spec_ENMY,sire,dam,sibship,sire.pop,dam.pop,Structure_region
ROS,Europe,NorthAmerica,VA,CN,VA12,560,F,7,66.0,202.0,268.0,15.0,28.0,0.0,9.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,85,86,43,1.0,1.0,1.0
CHELD1,NorthAmerica,NorthAmerica,VA,CN,VA10,561,F,7,50.0,207.0,257.0,17.0,7.0,0.0,2.0,0.0,2.0,4.0,6.0,6.0,4.0,4.0,17,18,9,3.0,3.0,3.0
NAS,NorthAmerica,NorthAmerica,VA,FI,VA05,563,F,7,26.0,131.0,157.0,17.0,7.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,61,62,31,3.0,3.0,3.0
MAI,Europe,Europe,UK,FI,UK04,564,F,7,51.0,268.0,319.0,18.0,21.0,2.0,18.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,53,54,27,1.0,1.0,1.0
WHS,NorthAmerica,NorthAmerica,CA,CN,CA04,565,V,6,22.0,18.0,40.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,116,58,4.0,4.0,4.0
PLZ,Europe,Europe,UK,FI,UK06,566,V,2,11.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,72,36,2.0,2.0,2.0
VES,Europe,Europe,CH,FI,CH09,568,V,2,3.0,61.0,64.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111,112,56,,,
ROD,Europe,NorthAmerica,VA,CN,VA05,569,M,7,125.0,47.0,172.0,11.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,83,84,42,1.0,1.0,1.0
SAL,Europe,Europe,CH,FI,CH01,570,F,6,8.0,91.0,99.0,17.0,6.0,0.0,16.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,93,94,47,1.0,1.0,1.0
KIS,Europe,Europe,CH,CN,CH02,571,V,2,4.0,24.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,50,25,2.0,2.0,2.0
VES,Europe,NorthAmerica,VA,FI,VA02,572,F,5,18.0,48.0,66.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,111,112,56,,,
RNY,NorthAmerica,Europe,UK,FI,UK12,573,F,7,41.0,153.0,194.0,17.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,81,82,41,4.0,4.0,4.0
RVVW,NorthAmerica,Europe,CH,CN,CH02,574,V,2,0.0,32.0,32.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,92,46,5.0,5.0,5.0
MSP,NorthAmerica,Europe,CH,FI,CH07,575,M,3,19.0,10.0,29.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59,60,30,3.0,3.0,3.0
MAI,Europe,NorthAmerica,VA,CN,VA09,578,F,7,31.0,140.0,171.0,19.0,7.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,53,54,27,1.0,1.0,1.0
23S,NorthAmerica,Europe,CH,FI,CH06,579,M,5,33.0,215.0,248.0,10.0,15.0,7.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1,2,1,3.0,3.0,3.0
CHELD1,NorthAmerica,NorthAmerica,VA,CN,VA10,580,F,7,48.0,52.0,100.0,15.0,28.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,17,18,9,3.0,3.0,3.0
CHELD2,NorthAmerica,NorthAmerica,CA,CN,CA08,581,M,6,100.0,21.0,121.0,8.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,19,20,10,3.0,3.0,3.0
CQQ,NorthAmerica,NorthAmerica,VA,FI,VA07,582,F,7,4.0,59.0,63.0,16.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,23,24,12,3.0,3.0,3.0
BER,Europe,Europe,UK,FI,UK08,583,M,5,51.0,40.0,91.0,8.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7,8,4,1.0,1.0,1.0
KIS,Europe,Europe,UK,FI,UK09,584,V,3,10.0,54.0,64.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,50,25,2.0,2.0,2.0
ROS,Europe,Europe,UK,FI,UK03,586,F,7,24.0,64.0,88.0,12.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,85,86,43,1.0,1.0,1.0
CCMI,NorthAmerica,Europe,UK,CN,UK10,587,V,2,25.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12,6,4.0,4.0,4.0
VES,Europe,NorthAmerica,VA,CN,VA10,589,F,3,13.0,56.0,69.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,111,112,56,,,
ORNOL,NorthAmerica,NorthAmerica,CA,FI,CA11,590,F,6,40.0,22.0,62.0,8.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,64,32,3.0,3.0,3.0
CHELD2,NorthAmerica,NorthAmerica,VA,FI,VA08,591,M,5,111.0,80.0,191.0,8.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19,20,10,3.0,3.0,3.0
SCR,NorthAmerica,Europe,UK,CN,UK01,592,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,100,50,3.0,3.0,3.0
FMN,NorthAmerica,Europe,CH,CN,CH03,594,M,2,10.0,20.0,30.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,36,18,4.0,4.0,4.0
SCR,NorthAmerica,Europe,CH,FI,CH01,595,V,3,28.0,0.0,28.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,99,100,50,3.0,3.0,3.0
RVVW,NorthAmerica,NorthAmerica,CA,FI,CA02,596,V,7,71.0,9.0,80.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,92,46,5.0,5.0,5.0
VES,Europe,NorthAmerica,VA,FI,VA11,597,F,6,69.0,120.0,189.0,12.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,111,112,56,,,
SASB,NorthAmerica,Europe,CH,FI,CH09,598,F,2,0.0,25.0,25.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97,98,49,5.0,5.0,5.0
EGR,Europe,Europe,CH,CN,CH02,599,F,2,0.0,25.0,25.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33,34,17,2.0,2.0,2.0
DCK,NorthAmerica,NorthAmerica,CA,FI,CA03,600,F,7,63.0,47.0,110.0,12.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,27,28,14,4.0,4.0,4.0
EGR,Europe,NorthAmerica,VA,CN,VA04,601,F,7,21.0,89.0,110.0,14.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,33,34,17,2.0,2.0,2.0
RUZ,Europe,NorthAmerica,VA,CN,VA04,602,F,7,17.0,181.0,198.0,20.0,7.0,1.0,16.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,89,90,45,1.0,1.0,1.0
ROD,Europe,NorthAmerica,CA,FI,CA09,603,F,7,62.0,54.0,116.0,13.0,28.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,83,84,42,1.0,1.0,1.0
23S,NorthAmerica,NorthAmerica,CA,CN,CA06,604,F,7,105.0,82.0,187.0,18.0,7.0,1.0,12.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,2,1,3.0,3.0,3.0
BER,Europe,Europe,CH,CN,CH10,605,F,2,0.0,18.0,18.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,4,1.0,1.0,1.0
MSP,NorthAmerica,Europe,CH,CN,CH07,606,F,2,20.0,16.0,36.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59,60,30,3.0,3.0,3.0
OSE1,Europe,NorthAmerica,VA,CN,VA02,608,M,4,4.0,25.0,29.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,65,66,33,1.0,1.0,1.0
ROD,Europe,Europe,CH,CN,CH03,610,V,5,24.0,0.0,24.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,83,84,42,1.0,1.0,1.0
ZAG,Europe,NorthAmerica,VA,CN,VA02,612,V,7,70.0,42.0,112.0,12.0,28.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,117,118,59,2.0,2.0,2.0
RNKE,NorthAmerica,Europe,UK,FI,UK08,613,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,80,40,3.0,3.0,3.0
GODA,Europe,Europe,CH,FI,CH11,614,V,2,13.0,18.0,31.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39,40,20,1.0,1.0,1.0
CCMI,NorthAmerica,Europe,CH,CN,CH10,615,F,7,10.0,128.0,138.0,20.0,7.0,0.0,14.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,11,12,6,4.0,4.0,4.0
CHELL,NorthAmerica,NorthAmerica,CA,FI,CA12,616,V,4,0.0,7.0,7.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21,22,11,3.0,3.0,3.0
SRVR2,NorthAmerica,Europe,UK,FI,UK09,617,V,2,34.0,25.0,59.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,105,106,53,1.0,1.0,1.0
SCR,NorthAmerica,NorthAmerica,CA,FI,CA01,619,M,6,50.0,21.0,71.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,99,100,50,3.0,3.0,3.0
CHELD2,NorthAmerica,NorthAmerica,VA,FI,VA08,620,M,7,39.0,114.0,153.0,15.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19,20,10,3.0,3.0,3.0
VES,Europe,NorthAmerica,VA,CN,VA10,621,V,3,53.0,6.0,59.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111,112,56,,,
NAS,NorthAmerica,Europe,UK,CN,UK05,622,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,62,31,3.0,3.0,3.0
CHELD2,NorthAmerica,Europe,CH,FI,CH08,623,M,3,0.0,58.0,58.0,7.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,19,20,10,3.0,3.0,3.0
MAI,Europe,Europe,UK,CN,UK04,624,F,7,39.0,103.0,142.0,13.0,21.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,53,54,27,1.0,1.0,1.0
DK5,Europe,NorthAmerica,VA,FI,VA02,625,F,7,59.0,104.0,163.0,15.0,28.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,29,30,15,2.0,2.0,2.0
GODA,Europe,Europe,UK,FI,UK01,626,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,40,20,1.0,1.0,1.0
SCR,NorthAmerica,Europe,UK,FI,UK01,628,F,7,22.0,45.0,67.0,13.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,99,100,50,3.0,3.0,3.0
RDGP,NorthAmerica,NorthAmerica,CA,FI,CA09,629,F,7,82.0,147.0,229.0,16.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,77,78,39,3.0,3.0,3.0
RRW,NorthAmerica,NorthAmerica,CA,CN,CA10,630,F,7,117.0,117.0,234.0,13.0,28.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,87,88,44,5.0,5.0,5.0
BDA,Europe,NorthAmerica,CA,FI,CA08,631,V,5,14.0,14.0,28.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,3,2.0,2.0,2.0
CCMI,NorthAmerica,Europe,UK,FI,UK10,632,V,1,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12,6,4.0,4.0,4.0
NAS,NorthAmerica,Europe,CH,FI,CH06,633,F,6,17.0,10.0,27.0,10.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61,62,31,3.0,3.0,3.0
ROD,Europe,NorthAmerica,VA,CN,VA06,635,V,2,10.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,84,42,1.0,1.0,1.0
NAS,NorthAmerica,NorthAmerica,CA,CN,CA06,636,V,7,28.0,13.0,41.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,62,31,3.0,3.0,3.0
RVVW,NorthAmerica,NorthAmerica,CA,CN,CA02,638,F,5,41.0,16.0,57.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,92,46,5.0,5.0,5.0
CHELD1,NorthAmerica,Europe,CH,FI,CH10,639,M,7,28.0,124.0,152.0,13.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,17,18,9,3.0,3.0,3.0
MLBS,NorthAmerica,Europe,UK,CN,UK06,640,M,6,77.0,240.0,317.0,15.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,55,56,28,3.0,3.0,3.0
WHS,NorthAmerica,NorthAmerica,VA,CN,VA04,642,V,3,57.0,0.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,115,116,58,4.0,4.0,4.0
CCMI,NorthAmerica,NorthAmerica,VA,CN,VA10,643,M,7,36.0,70.0,106.0,14.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,11,12,6,4.0,4.0,4.0
PLZ,Europe,Europe,UK,CN,UK07,644,V,5,26.0,7.0,33.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,71,72,36,2.0,2.0,2.0
CHELL,NorthAmerica,Europe,UK,FI,UK12,645,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22,11,3.0,3.0,3.0
CQQ,NorthAmerica,Europe,UK,CN,UK08,646,V,1,4.0,16.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,24,12,3.0,3.0,3.0
MAI,Europe,Europe,CH,FI,CH10,649,M,1,0.0,18.0,18.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,54,27,1.0,1.0,1.0
MSP,NorthAmerica,Europe,UK,FI,UK07,650,M,6,56.0,141.0,197.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,59,60,30,3.0,3.0,3.0
BER,Europe,NorthAmerica,CA,CN,CA01,651,F,7,81.0,26.0,107.0,11.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,8,4,1.0,1.0,1.0
SRVR2,NorthAmerica,NorthAmerica,CA,FI,CA09,653,F,7,61.0,125.0,186.0,18.0,7.0,2.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,105,106,53,1.0,1.0,1.0
AOFT,NorthAmerica,NorthAmerica,VA,CN,VA07,654,F,7,24.0,50.0,74.0,17.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,3,4,2,3.0,3.0,3.0
FMN,NorthAmerica,NorthAmerica,CA,CN,CA03,655,V,4,39.0,9.0,48.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,36,18,4.0,4.0,4.0
RRW,NorthAmerica,NorthAmerica,VA,FI,VA01,656,F,7,34.0,67.0,101.0,19.0,7.0,1.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,87,88,44,5.0,5.0,5.0
DCK,NorthAmerica,NorthAmerica,VA,FI,VA03,657,F,7,34.0,70.0,104.0,17.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,27,28,14,4.0,4.0,4.0
BER,Europe,Europe,CH,FI,CH04,658,V,2,6.0,44.0,50.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,8,4,1.0,1.0,1.0
SRVR2,NorthAmerica,NorthAmerica,VA,CN,VA09,659,M,7,19.0,57.0,76.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,105,106,53,1.0,1.0,1.0
RRW,NorthAmerica,Europe,CH,CN,CH01,660,M,4,35.0,34.0,69.0,7.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87,88,44,5.0,5.0,5.0
MSP,NorthAmerica,NorthAmerica,VA,CN,VA07,661,F,7,80.0,57.0,137.0,15.0,28.0,0.0,3.0,0.0,2.0,0.0,0.0,8.0,2.0,0.0,59,60,30,3.0,3.0,3.0
SAL,Europe,Europe,UK,CN,UK11,662,F,7,47.0,472.0,519.0,20.0,7.0,10.0,81.0,2.0,3.0,0.0,0.0,10.0,1.0,2.0,93,94,47,1.0,1.0,1.0
FMN,NorthAmerica,NorthAmerica,VA,FI,VA03,663,F,7,102.0,49.0,151.0,13.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,35,36,18,4.0,4.0,4.0
EGR,Europe,Europe,CH,CN,CH09,665,M,2,0.0,14.0,14.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,33,34,17,2.0,2.0,2.0
BZE,Europe,Europe,UK,CN,UK10,666,V,2,37.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,5,2.0,2.0,2.0
MSP,NorthAmerica,NorthAmerica,VA,CN,VA07,667,M,5,26.0,38.0,64.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,60,30,3.0,3.0,3.0
WHS,NorthAmerica,Europe,CH,CN,CH04,668,F,5,27.0,22.0,49.0,9.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,115,116,58,4.0,4.0,4.0
ZAG,Europe,NorthAmerica,VA,FI,VA10,669,M,7,42.0,146.0,188.0,14.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,117,118,59,2.0,2.0,2.0
KBS,NorthAmerica,NorthAmerica,CA,FI,CA05,671,M,7,115.0,66.0,181.0,12.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,48,24,4.0,4.0,4.0
CHELD2,NorthAmerica,NorthAmerica,VA,FI,VA08,672,F,5,41.0,48.0,89.0,9.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19,20,10,3.0,3.0,3.0
ROS,Europe,NorthAmerica,CA,FI,CA09,673,F,7,44.0,89.0,133.0,16.0,7.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,85,86,43,1.0,1.0,1.0
EGR,Europe,NorthAmerica,CA,CN,CA04,674,V,6,26.0,20.0,46.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,34,17,2.0,2.0,2.0
PRT,Europe,Europe,CH,CN,CH07,675,V,3,24.0,40.0,64.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75,76,38,1.0,1.0,1.0
SRVR2,NorthAmerica,NorthAmerica,CA,FI,CA09,676,F,7,48.0,104.0,152.0,15.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,105,106,53,1.0,1.0,1.0
BZE,Europe,Europe,CH,CN,CH11,677,F,5,10.0,39.0,49.0,15.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9,10,5,2.0,2.0,2.0
BER,Europe,Europe,UK,CN,UK10,678,F,6,13.0,240.0,253.0,19.0,6.0,5.0,24.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,7,8,4,1.0,1.0,1.0
MAI,Europe,Europe,UK,CN,UK10,679,F,7,49.0,867.0,916.0,18.0,21.0,32.0,24.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,53,54,27,1.0,1.0,1.0
PDRV,NorthAmerica,Europe,CH,CN,CH02,681,F,2,10.0,12.0,22.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,67,68,34,5.0,5.0,5.0
RRW,NorthAmerica,Europe,CH,FI,CH01,682,F,5,43.0,43.0,86.0,12.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,87,88,44,5.0,5.0,5.0
RNY,NorthAmerica,NorthAmerica,VA,CN,VA11,683,M,7,130.0,88.0,218.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,81,82,41,4.0,4.0,4.0
RNKE,NorthAmerica,Europe,CH,FI,CH08,684,V,5,44.0,17.0,61.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,79,80,40,3.0,3.0,3.0
CRE2,Europe,Europe,CH,CN,CH11,685,V,4,23.0,4.0,27.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25,26,13,1.0,1.0,1.0
23S,Europe,NorthAmerica,CA,CN,CA06,686,F,7,32.0,53.0,85.0,17.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1,2,1,3.0,3.0,3.0
DK5,Europe,Europe,UK,CN,UK11,687,M,7,82.0,282.0,364.0,16.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,29,30,15,2.0,2.0,2.0
BER,Europe,Europe,UK,FI,UK07,688,M,7,118.0,271.0,389.0,15.0,21.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7,8,4,1.0,1.0,1.0
OSE1,Europe,NorthAmerica,VA,CN,VA04,689,F,4,15.0,8.0,23.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,66,33,1.0,1.0,1.0
EGR,Europe,Europe,UK,FI,UK08,690,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,34,17,2.0,2.0,2.0
SVL1,Europe,Europe,UK,CN,UK08,691,V,5,13.0,30.0,43.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,107,108,54,2.0,2.0,2.0
WEB,NorthAmerica,Europe,CH,CN,CH05,692,F,2,6.0,27.0,33.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,114,57,4.0,4.0,4.0
SVL1,Europe,NorthAmerica,CA,FI,CA07,693,F,7,79.0,48.0,127.0,13.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,107,108,54,2.0,2.0,2.0
MAI,Europe,Europe,UK,CN,UK04,694,F,6,24.0,67.0,91.0,14.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,53,54,27,1.0,1.0,1.0
CQQ,NorthAmerica,NorthAmerica,VA,FI,VA08,695,F,7,51.0,58.0,109.0,16.0,7.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,23,24,12,3.0,3.0,3.0
OSE1,Europe,NorthAmerica,VA,CN,VA01,696,V,5,32.0,4.0,36.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,66,33,1.0,1.0,1.0
SRVR2,NorthAmerica,NorthAmerica,CA,FI,CA10,697,F,7,64.0,112.0,176.0,18.0,7.0,1.0,16.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,105,106,53,1.0,1.0,1.0
GAP,Europe,Europe,UK,CN,UK05,698,F,7,55.0,210.0,265.0,17.0,7.0,0.0,9.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,37,38,19,1.0,1.0,1.0
DCK,NorthAmerica,NorthAmerica,VA,CN,VA03,699,M,6,44.0,67.0,111.0,12.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,27,28,14,4.0,4.0,4.0
DK5,Europe,Europe,CH,CN,CH11,701,V,3,34.0,0.0,34.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,30,15,2.0,2.0,2.0
ZAG,Europe,Europe,CH,CN,CH04,702,V,2,12.0,38.0,50.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,117,118,59,2.0,2.0,2.0
DCK,NorthAmerica,Europe,CH,FI,CH03,703,F,3,15.0,24.0,39.0,6.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,27,28,14,4.0,4.0,4.0
CCMI,NorthAmerica,NorthAmerica,VA,CN,VA10,705,M,7,35.0,50.0,85.0,14.0,7.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,11,12,6,4.0,4.0,4.0
RUZ,Europe,NorthAmerica,CA,FI,CA07,706,M,7,54.0,31.0,85.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,89,90,45,1.0,1.0,1.0
SCR,NorthAmerica,Europe,UK,CN,UK01,707,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,100,50,3.0,3.0,3.0
OSE1,Europe,NorthAmerica,VA,FI,VA07,708,V,2,16.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,66,33,1.0,1.0,1.0
SVL1,Europe,NorthAmerica,VA,CN,VA03,709,M,7,14.0,39.0,53.0,13.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,107,108,54,2.0,2.0,2.0
SG,Europe,Europe,UK,FI,UK12,710,V,2,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,101,102,51,1.0,1.0,1.0
MON,Europe,NorthAmerica,CA,FI,CA11,712,M,7,79.0,59.0,138.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,58,29,1.0,1.0,1.0
JNS,NorthAmerica,NorthAmerica,VA,CN,VA03,714,M,7,27.0,159.0,186.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,45,46,23,4.0,4.0,4.0
