pop,cont_orig,cont_dest,site,treatment,block,plant_ID,sex,longevity,basal_lvs,stem_lvs,total_lvs,status,rep_spd,flwr_num,frt_num,frt_hadena,reproduced,smut,num_smutted_fl,leaf_herb,gen_ENMY,spec_ENMY,sire,dam,sibship,sire.pop,dam.pop,Structure_region
CCMI,NorthAmerica,NorthAmerica,VA,CN,VA10,719,M,3,18.0,41.0,59.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11,12,6,4.0,4.0,4.0
VES,Europe,NorthAmerica,VA,CN,VA02,722,M,5,37.0,50.0,87.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,111,112,56,,,
OSE1,Europe,NorthAmerica,VA,FI,VA02,723,M,7,31.0,28.0,59.0,12.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65,66,33,1.0,1.0,1.0
ZAG,Europe,NorthAmerica,CA,CN,CA12,725,M,7,51.0,120.0,171.0,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,117,118,59,2.0,2.0,2.0
PRT,Europe,Europe,UK,CN,UK05,726,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,76,38,1.0,1.0,1.0
MSP,NorthAmerica,NorthAmerica,CA,FI,CA07,727,M,7,108.0,14.0,122.0,9.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,60,30,3.0,3.0,3.0
JNS,NorthAmerica,NorthAmerica,VA,FI,VA04,729,M,7,48.0,124.0,172.0,13.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,45,46,23,4.0,4.0,4.0
MAI,Europe,Europe,UK,FI,UK06,730,V,4,46.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,53,54,27,1.0,1.0,1.0
KBS,NorthAmerica,Europe,UK,CN,UK05,731,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,48,24,4.0,4.0,4.0
NAS,NorthAmerica,Europe,CH,FI,CH05,734,F,5,6.0,177.0,183.0,18.0,5.0,3.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,61,62,31,3.0,3.0,3.0
SASB,NorthAmerica,Europe,CH,FI,CH09,735,M,3,19.0,32.0,51.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,97,98,49,5.0,5.0,5.0
KBS,NorthAmerica,Europe,UK,FI,UK05,736,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,48,24,4.0,4.0,4.0
WHS,NorthAmerica,NorthAmerica,VA,FI,VA04,738,M,7,36.0,232.0,268.0,16.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,115,116,58,4.0,4.0,4.0
CHELD1,NorthAmerica,NorthAmerica,CA,CN,CA01,740,F,7,86.0,94.0,180.0,15.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,17,18,9,3.0,3.0,3.0
BER,Europe,NorthAmerica,VA,FI,VA03,741,F,7,112.0,81.0,193.0,15.0,28.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7,8,4,1.0,1.0,1.0
JNS,NorthAmerica,Europe,CH,FI,CH04,742,M,2,29.0,22.0,51.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45,46,23,4.0,4.0,4.0
NAS,NorthAmerica,NorthAmerica,CA,CN,CA05,744,M,7,71.0,106.0,177.0,11.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,61,62,31,3.0,3.0,3.0
JNS,NorthAmerica,NorthAmerica,CA,FI,CA04,745,F,7,61.0,14.0,75.0,13.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,46,23,4.0,4.0,4.0
CHELD1,NorthAmerica,Europe,CH,CN,CH09,746,F,1,0.0,20.0,20.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17,18,9,3.0,3.0,3.0
CRE2,Europe,Europe,CH,CN,CH09,747,F,7,21.0,166.0,187.0,19.0,7.0,0.0,14.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,25,26,13,1.0,1.0,1.0
RDGP,NorthAmerica,Europe,CH,CN,CH09,749,V,2,1.0,42.0,43.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,77,78,39,3.0,3.0,3.0
OSE1,Europe,Europe,UK,CN,UK01,750,V,2,13.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,66,33,1.0,1.0,1.0
AOFT,NorthAmerica,NorthAmerica,CA,CN,CA07,753,M,7,59.0,111.0,170.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3,4,2,3.0,3.0,3.0
RNY,NorthAmerica,NorthAmerica,VA,CN,VA12,754,V,3,14.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,81,82,41,4.0,4.0,4.0
CHELD1,NorthAmerica,Europe,UK,FI,UK10,755,M,3,4.0,25.0,29.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17,18,9,3.0,3.0,3.0
CHELL,NorthAmerica,NorthAmerica,CA,FI,CA12,756,V,5,36.0,33.0,69.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22,11,3.0,3.0,3.0
MAI,Europe,Europe,UK,CN,UK03,757,V,7,113.0,114.0,227.0,10.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,53,54,27,1.0,1.0,1.0
RNKE,NorthAmerica,Europe,CH,FI,CH08,758,F,5,6.0,103.0,109.0,12.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,79,80,40,3.0,3.0,3.0
RNY,NorthAmerica,NorthAmerica,CA,FI,CA11,759,M,7,103.0,78.0,181.0,11.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,81,82,41,4.0,4.0,4.0
OSE1,Europe,NorthAmerica,CA,CN,CA04,760,V,7,47.0,12.0,59.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,65,66,33,1.0,1.0,1.0
JNS,NorthAmerica,Europe,UK,CN,UK04,761,V,2,18.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,46,23,4.0,4.0,4.0
SCR,NorthAmerica,NorthAmerica,VA,CN,VA01,762,F,7,86.0,38.0,124.0,15.0,28.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,99,100,50,3.0,3.0,3.0
WHS,NorthAmerica,NorthAmerica,VA,CN,VA04,764,M,7,185.0,103.0,288.0,13.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,115,116,58,4.0,4.0,4.0
RNY,NorthAmerica,NorthAmerica,VA,CN,VA12,766,F,7,66.0,43.0,109.0,13.0,28.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,81,82,41,4.0,4.0,4.0
RUZ,Europe,NorthAmerica,CA,CN,CA01,767,V,7,48.0,31.0,79.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,90,45,1.0,1.0,1.0
RUZ,Europe,NorthAmerica,CA,CN,CA02,768,M,7,36.0,47.0,83.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,90,45,1.0,1.0,1.0
CCMI,NorthAmerica,Europe,CH,CN,CH10,769,F,7,0.0,195.0,195.0,21.0,7.0,1.0,13.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,11,12,6,4.0,4.0,4.0
CRE2,Europe,Europe,UK,CN,UK05,771,M,7,28.0,413.0,441.0,18.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,25,26,13,1.0,1.0,1.0
BER,Europe,NorthAmerica,CA,FI,CA06,772,F,7,176.0,210.0,386.0,16.0,28.0,2.0,14.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7,8,4,1.0,1.0,1.0
PRG,Europe,Europe,CH,FI,CH07,773,M,2,11.0,18.0,29.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,74,37,2.0,2.0,2.0
ROS,Europe,Europe,CH,CN,CH09,774,M,7,24.0,955.0,979.0,17.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,85,86,43,1.0,1.0,1.0
RVVW,NorthAmerica,Europe,CH,FI,CH02,775,F,5,4.0,53.0,57.0,13.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,91,92,46,5.0,5.0,5.0
ZAG,Europe,NorthAmerica,CA,CN,CA09,777,V,6,56.0,70.0,126.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,117,118,59,2.0,2.0,2.0
BDA,Europe,NorthAmerica,CA,FI,CA11,778,F,6,14.0,42.0,56.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,6,3,2.0,2.0,2.0
RDGP,NorthAmerica,NorthAmerica,CA,FI,CA09,781,F,7,49.0,141.0,190.0,18.0,7.0,1.0,10.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,77,78,39,3.0,3.0,3.0
SASA,NorthAmerica,Europe,CH,CN,CH01,782,V,2,13.0,10.0,23.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95,96,48,5.0,5.0,5.0
MLBS,NorthAmerica,Europe,UK,CN,UK06,783,M,7,21.0,344.0,365.0,16.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,55,56,28,3.0,3.0,3.0
CRE2,Europe,Europe,UK,FI,UK11,785,F,7,58.0,377.0,435.0,21.0,7.0,2.0,23.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,25,26,13,1.0,1.0,1.0
CHELD2,NorthAmerica,Europe,UK,CN,UK08,787,V,2,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,20,10,3.0,3.0,3.0
CCMI,NorthAmerica,Europe,UK,CN,UK10,788,V,1,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12,6,4.0,4.0,4.0
SASB,NorthAmerica,NorthAmerica,CA,FI,CA09,789,F,7,81.0,76.0,157.0,13.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,97,98,49,5.0,5.0,5.0
BDA,Europe,Europe,UK,FI,UK01,790,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,3,2.0,2.0,2.0
KBS,NorthAmerica,Europe,CH,CN,CH05,791,M,5,25.0,69.0,94.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,47,48,24,4.0,4.0,4.0
MAI,Europe,Europe,CH,CN,CH02,792,F,5,29.0,160.0,189.0,12.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,53,54,27,1.0,1.0,1.0
SG,Europe,Europe,CH,FI,CH10,794,M,7,48.0,91.0,139.0,14.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,101,102,51,1.0,1.0,1.0
GAP,Europe,NorthAmerica,CA,CN,CA08,795,V,6,94.0,12.0,106.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,37,38,19,1.0,1.0,1.0
GAP,Europe,Europe,CH,FI,CH10,797,F,5,1.0,54.0,55.0,15.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,37,38,19,1.0,1.0,1.0
CHELD1,NorthAmerica,Europe,CH,CN,CH10,798,F,6,4.0,151.0,155.0,17.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,17,18,9,3.0,3.0,3.0
ROS,Europe,NorthAmerica,VA,FI,VA07,799,M,7,42.0,93.0,135.0,12.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,85,86,43,1.0,1.0,1.0
ROD,Europe,Europe,UK,FI,UK03,801,F,7,106.0,377.0,483.0,16.0,21.0,14.0,18.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,83,84,42,1.0,1.0,1.0
BDA,Europe,NorthAmerica,CA,CN,CA07,802,F,7,41.0,81.0,122.0,15.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,6,3,2.0,2.0,2.0
GAP,Europe,Europe,CH,FI,CH10,804,F,5,12.0,70.0,82.0,15.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,38,19,1.0,1.0,1.0
JNS,NorthAmerica,Europe,CH,CN,CH04,807,M,2,28.0,37.0,65.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,45,46,23,4.0,4.0,4.0
RNY,NorthAmerica,Europe,CH,CN,CH11,808,M,4,36.0,30.0,66.0,6.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,81,82,41,4.0,4.0,4.0
23S,NorthAmerica,Europe,CH,CN,CH06,810,M,6,52.0,244.0,296.0,12.0,18.0,61.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,2,1,3.0,3.0,3.0
JNS,NorthAmerica,Europe,UK,CN,UK04,812,V,6,51.0,107.0,158.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,45,46,23,4.0,4.0,4.0
CHELD1,NorthAmerica,Europe,UK,CN,UK10,814,V,2,14.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,18,9,3.0,3.0,3.0
MSP,NorthAmerica,NorthAmerica,VA,FI,VA07,815,V,2,29.0,12.0,41.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,59,60,30,3.0,3.0,3.0
MLBS,NorthAmerica,Europe,CH,CN,CH06,818,F,2,0.0,13.0,13.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,55,56,28,3.0,3.0,3.0
OSE1,Europe,Europe,UK,FI,UK06,819,M,6,32.0,44.0,76.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,65,66,33,1.0,1.0,1.0
CHELD1,NorthAmerica,Europe,UK,CN,UK10,820,M,6,33.0,75.0,108.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,17,18,9,3.0,3.0,3.0
ORNOL,NorthAmerica,NorthAmerica,VA,CN,VA11,822,V,3,51.0,0.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,63,64,32,3.0,3.0,3.0
SRVR2,NorthAmerica,Europe,CH,CN,CH09,823,F,2,0.0,25.0,25.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,106,53,1.0,1.0,1.0
MAI,Europe,Europe,UK,FI,UK05,824,V,2,15.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,54,27,1.0,1.0,1.0
RRW,NorthAmerica,NorthAmerica,VA,CN,VA02,825,V,5,40.0,15.0,55.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,87,88,44,5.0,5.0,5.0
VES,Europe,Europe,UK,CN,UK11,826,M,7,30.0,410.0,440.0,18.0,7.0,76.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,111,112,56,,,
SASA,NorthAmerica,NorthAmerica,CA,CN,CA10,828,V,7,71.0,28.0,99.0,9.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,95,96,48,5.0,5.0,5.0
SASA,NorthAmerica,Europe,CH,FI,CH01,830,M,3,12.0,24.0,36.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,95,96,48,5.0,5.0,5.0
PRG,Europe,Europe,UK,CN,UK07,832,V,3,15.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,73,74,37,2.0,2.0,2.0
GAP,Europe,NorthAmerica,VA,CN,VA09,833,F,7,19.0,14.0,33.0,15.0,28.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,37,38,19,1.0,1.0,1.0
ZAG,Europe,Europe,UK,CN,UK05,834,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,118,59,2.0,2.0,2.0
RUZ,Europe,NorthAmerica,VA,CN,VA11,836,F,7,23.0,80.0,103.0,14.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,89,90,45,1.0,1.0,1.0
SASB,NorthAmerica,NorthAmerica,CA,FI,CA09,837,F,7,48.0,98.0,146.0,13.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,97,98,49,5.0,5.0,5.0
SASB,NorthAmerica,NorthAmerica,VA,CN,VA09,838,V,1,0.0,16.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,98,49,5.0,5.0,5.0
KIS,Europe,NorthAmerica,VA,FI,VA12,839,F,7,16.0,112.0,128.0,16.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,49,50,25,2.0,2.0,2.0
KIS,Europe,Europe,UK,CN,UK09,841,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,50,25,2.0,2.0,2.0
CHELD2,NorthAmerica,Europe,CH,FI,CH08,842,F,7,53.0,246.0,299.0,16.0,21.0,0.0,26.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,19,20,10,3.0,3.0,3.0
SAL,Europe,Europe,CH,CN,CH08,843,V,6,38.0,4.0,42.0,9.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,93,94,47,1.0,1.0,1.0
JHN,NorthAmerica,NorthAmerica,VA,CN,VA03,844,M,7,74.0,50.0,124.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,43,44,22,4.0,4.0,4.0
RRW,NorthAmerica,Europe,CH,CN,CH02,846,F,2,21.0,34.0,55.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87,88,44,5.0,5.0,5.0
DCK,NorthAmerica,Europe,CH,CN,CH03,848,V,2,40.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27,28,14,4.0,4.0,4.0
BER,Europe,Europe,CH,FI,CH12,849,V,3,25.0,0.0,25.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7,8,4,1.0,1.0,1.0
CCMI,NorthAmerica,NorthAmerica,CA,FI,CA10,851,F,7,77.0,49.0,126.0,17.0,7.0,6.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,12,6,4.0,4.0,4.0
CRE2,Europe,Europe,UK,FI,UK02,852,M,7,44.0,129.0,173.0,15.0,7.0,4.0,0.0,0.0,0.0,2.0,7.0,5.0,0.0,2.0,25,26,13,1.0,1.0,1.0
CHELD1,NorthAmerica,NorthAmerica,VA,CN,VA10,853,F,7,28.0,102.0,130.0,14.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,17,18,9,3.0,3.0,3.0
CHELD1,NorthAmerica,Europe,CH,CN,CH10,854,V,2,0.0,38.0,38.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17,18,9,3.0,3.0,3.0
CQQ,NorthAmerica,NorthAmerica,CA,CN,CA07,855,M,7,28.0,19.0,47.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,24,12,3.0,3.0,3.0
MON,Europe,Europe,UK,FI,UK04,857,V,3,4.0,12.0,16.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,58,29,1.0,1.0,1.0
DCK,NorthAmerica,Europe,UK,FI,UK03,858,V,2,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,28,14,4.0,4.0,4.0
BDA,Europe,NorthAmerica,CA,FI,CA08,859,M,7,7.0,40.0,47.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,3,2.0,2.0,2.0
23S,NorthAmerica,NorthAmerica,CA,FI,CA06,860,F,7,82.0,136.0,218.0,15.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1,2,1,3.0,3.0,3.0
SCR,NorthAmerica,NorthAmerica,CA,CN,CA10,861,M,6,54.0,44.0,98.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,99,100,50,3.0,3.0,3.0
BZE,Europe,Europe,UK,CN,UK09,863,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,5,2.0,2.0,2.0
JNS,NorthAmerica,NorthAmerica,CA,FI,CA04,864,M,6,56.0,8.0,64.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45,46,23,4.0,4.0,4.0
WEB,NorthAmerica,NorthAmerica,CA,FI,CA05,865,M,7,32.0,110.0,142.0,12.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,114,57,4.0,4.0,4.0
WEB,NorthAmerica,Europe,CH,CN,CH05,866,M,2,7.0,70.0,77.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,113,114,57,4.0,4.0,4.0
RRW,NorthAmerica,NorthAmerica,VA,CN,VA01,867,V,6,64.0,21.0,85.0,9.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,87,88,44,5.0,5.0,5.0
JHN,NorthAmerica,Europe,UK,CN,UK03,868,V,3,30.0,28.0,58.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,43,44,22,4.0,4.0,4.0
BZE,Europe,NorthAmerica,CA,FI,CA08,870,V,5,34.0,18.0,52.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9,10,5,2.0,2.0,2.0
SG,Europe,NorthAmerica,CA,CN,CA06,871,F,7,78.0,74.0,152.0,11.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,101,102,51,1.0,1.0,1.0
MLBS,NorthAmerica,Europe,CH,FI,CH06,873,F,6,41.0,149.0,190.0,14.0,18.0,0.0,28.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,55,56,28,3.0,3.0,3.0
BER,Europe,Europe,CH,CN,CH02,876,M,7,43.0,149.0,192.0,14.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,7,8,4,1.0,1.0,1.0
OSE1,Europe,Europe,UK,FI,UK03,877,M,7,57.0,63.0,120.0,10.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,65,66,33,1.0,1.0,1.0
RNY,NorthAmerica,NorthAmerica,CA,CN,CA12,879,F,7,42.0,24.0,66.0,11.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,81,82,41,4.0,4.0,4.0
JHN,NorthAmerica,Europe,UK,CN,UK04,880,V,5,51.0,25.0,76.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,43,44,22,4.0,4.0,4.0
CHELL,NorthAmerica,Europe,CH,CN,CH12,881,M,3,20.0,12.0,32.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22,11,3.0,3.0,3.0
SASA,NorthAmerica,Europe,CH,FI,CH01,882,F,5,29.0,28.0,57.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,95,96,48,5.0,5.0,5.0
ZAG,Europe,NorthAmerica,VA,FI,VA04,883,M,7,50.0,357.0,407.0,14.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,117,118,59,2.0,2.0,2.0
SVL1,Europe,NorthAmerica,VA,FI,VA08,884,M,7,35.0,105.0,140.0,14.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,107,108,54,2.0,2.0,2.0
KIS,Europe,NorthAmerica,CA,CN,CA09,885,M,7,26.0,50.0,76.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49,50,25,2.0,2.0,2.0
DK5,Europe,NorthAmerica,CA,CN,CA07,886,M,6,118.0,36.0,154.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,30,15,2.0,2.0,2.0
KBS,NorthAmerica,Europe,UK,CN,UK05,887,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,48,24,4.0,4.0,4.0
RDGP,NorthAmerica,NorthAmerica,CA,FI,CA09,888,F,7,79.0,52.0,131.0,15.0,28.0,5.0,19.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,77,78,39,3.0,3.0,3.0
FMN,NorthAmerica,NorthAmerica,CA,CN,CA03,889,V,7,60.0,11.0,71.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,36,18,4.0,4.0,4.0
CRE2,Europe,NorthAmerica,VA,FI,VA06,892,F,7,20.0,58.0,78.0,11.0,28.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,25,26,13,1.0,1.0,1.0
JHN,NorthAmerica,Europe,UK,CN,UK03,893,M,5,44.0,56.0,100.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,43,44,22,4.0,4.0,4.0
RNY,NorthAmerica,Europe,UK,FI,UK11,894,F,6,54.0,196.0,250.0,14.0,12.0,2.0,8.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,81,82,41,4.0,4.0,4.0
BZE,Europe,NorthAmerica,VA,FI,VA10,897,V,2,41.0,26.0,67.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,5,2.0,2.0,2.0
RDGP,NorthAmerica,Europe,UK,FI,UK09,898,V,1,10.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,78,39,3.0,3.0,3.0
PDRV,NorthAmerica,Europe,UK,FI,UK02,899,V,4,67.0,60.0,127.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,67,68,34,5.0,5.0,5.0
